6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
17,0,1,5,0,0,5,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
26,0,8,5,0,0,3,0,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
17,0,1,5,0,0,5,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
26,0,8,5,0,0,3,0,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
17,0,1,5,0,0,5,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
26,0,8,5,0,0,3,0,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
17,0,1,5,0,0,5,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
26,0,8,5,0,0,3,0,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
17,0,1,5,0,0,5,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
26,0,8,5,0,0,3,0,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
17,0,1,5,0,0,5,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
26,0,8,5,0,0,3,0,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
17,0,1,5,0,0,5,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
26,0,8,5,0,0,3,0,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
17,0,1,5,0,0,5,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
26,0,8,5,0,0,3,0,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
17,0,1,5,0,0,5,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
26,0,8,5,0,0,3,0,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
17,0,1,5,0,0,5,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
26,0,8,5,0,0,3,0,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
7,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,0,0,1,1,1
6,0,4,5,1,0,1,1,1
6,0,4,5,1,0,1,1,1
17,0,1,5,0,0,5,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
7,0,4,5,0,0,5,0,1
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
6,0,4,5,3,0,2,0,0
7,0,4,5,0,0,5,0,1
